chainId,chain_name,shortName
808080,BIZ Smart Chain Testnet,bizt-testnet
808813,BOB Sepolia,bob-sepolia
810180,zkLink Nova Mainnet,zklink-nova
810181,zkLink Nova Sepolia Testnet,zklink-nova-sepolia
810182,zkLink Nova Goerli Testnet,zklink-nova-goerli
820522,TSC Testnet,tTSC
827431,CURVE Mainnet,CURVEm
839320,PRM Testnet,prmtest
840000,RUNEVM Testnet,runevm-test
846000,4GoodNetwork,bloqs4good
855456,Dodao,dodao
879151,BlocX Mainnet,blx
888882,REXX Mainnet,REXX
900000,Posichain Mainnet Shard 0,psc-s0
910000,Posichain Testnet Shard 0,psc-t-s0
912559,Astria EVM Dusknet,ria-dev
920000,Posichain Devnet Shard 0,psc-d-s0
920001,Posichain Devnet Shard 1,psc-d-s1
923018,FNCY Testnet,tFNCY
955081,Jono12 Subnet,jono12
955305,Eluvio Content Fabric,elv
978657,Treasure Ruby,treasure-ruby
984122,Forma,forma
984123,Forma Sketchpad,sketchpad
988207,Ecrox Chain Mainnet,ecrox
998899,Supernet Testnet,supernetchain
999999,AmChain,AMC
1100789,Netmind Chain Testnet,nmtTest
1127469,Tiltyard Subnet,tiltyard
1234567,Sharecle Mainnet,shr
1261120,zKatana,azktn
1313114,Etho Protocol,etho
1313500,Xerom,xero
1337702,Kintsugi,kintsugi
1337802,Kiln,kiln
1337803,Zhejiang,zhejiang
1398243,Automata Testnet,automatatest
1612127,PlayFi Albireo Testnet,alberio
1637450,Xterio Testnet,xteriotest
1731313,Turkey Demo Dev,TDD
2021398,DeBank Testnet,dbk
2099156,Plian Mainnet Main,plian-mainnet
2206132,PlatON Dev Testnet2,platondev2
2611555,DPU Chain,DPU
2702128,Xterio Chain,xterio
3132023,SaharaAI Network,sahara
3141592,Filecoin - Butterfly testnet,filecoin-butterfly
3397901,Funki Sepolia Sandbox,funkisepolia
3441005,Manta Pacific Testnet,mantaTestnet
3441006,Manta Pacific Sepolia Testnet,mantaSepoliaTestnet
4000003,AltLayer Zero Gas Network,alt-zerogas
4281033,Worlds Caldera,worldscal
4444444,Altar Testnet,altarTestnet
4457845,ZERO Testnet (Sepolia),zero-sepolia
5112023,NumBlock Chain,NUMB
5167003,MXC Wannsee zkEVM Testnet,MXCdiscontinued
5167004,Moonchain Geneva Testnet,MXC
5201420,Electroneum Testnet,etn-testnet
5318008,Reactive Kopli,kreact
5555555,Imversed Mainnet,imversed
5555558,Imversed Testnet,imversed-testnet
6038361,Astar zKyoto,azkyt
6666665,Safe(AnWang) Mainnet,SafeMainnet
6666666,Safe(AnWang) Testnet,SafeTestnet
7355310,OpenVessel,vsl
7668378,QL1 Testnet,tqom
7762959,Musicoin,music
8007736,Plian Mainnet Subchain 1,plian-mainnet-l2
8008135,Fhenix Helium,fhe-helium
8080808,Hokum,hokum
8601152,Waterfall 8 Test Network,waterfall
8794598,HAPchain,hap
8888881,Quarix Testnet,quarix-testnet
8888888,Quarix,quarix
9322252,XCAP,xcap
9322253,Milvine,milv
10067275,Plian Testnet Subchain 1,plian-testnet-l2
10101010,Soverun Mainnet,SVRNm
10241024,AlienX Mainnet,AlienX
10241025,ALIENX Hal Testnet,ALIENXHal
11145513,Blessnet Sepolia,bless-sepolia
11155111,Sepolia,sep
11155420,OP Sepolia Testnet,opsep
12052024,Memento Testnet,memento-test
12227332,NeoX Testnet T4,neox-t4
13068200,COTI Devnet,coti-devnet
13371337,PepChain Churchill,tpep
14288640,Anduschain Mainnet,anduschain-mainnet
16658437,Plian Testnet Main,plian-testnet
17000920,Lambda Chain Testnet,tlambda
18071918,Mande Network Mainnet,Mande
18289463,IOLite,ilt
19850818,DeepBrainChain Testnet,tDBC
19880818,DeepBrainChain Mainnet,DBC
20180427,Stability Testnet,stabilitytestnet
20180430,SmartMesh Mainnet,spectrum
20181205,quarkblockchain,qki
20201022,Pego Network,pg
20230825,Vcity Testnet,Vcity
20240324,DeBank Sepolia Testnet,dbkse
20240603,DBK Chain,dbkchain
20241133,Swan Proxima Testnet,Proxima
20482050,Hokum Testnet,hokum-testnet
22052002,Excelon Mainnet,xlon
27082017,Excoincial Chain Volta-Testnet,exlvolta
27082022,Excoincial Chain Mainnet,exl
28122024,Ancient8 Testnet,a8
28945486,Auxilium Network Mainnet,auxi
29032022,Flachain Mainnet,fla
31415926,Filecoin - Local testnet,filecoin-local
35855456,Joys Digital Mainnet,JOYS
37084624,SKALE Nebula Hub Testnet,nebula-testnet
39916801,Kingdom Chain,kchain
43214913,maistestsubnet,mais
61717561,Aquachain,aqua
65010003,Autonity Bakerloo (Yamuna) Testnet,bakerloo-03
65100003,Autonity Piccadilly (Yamuna) Testnet,piccadilly-03
68840142,Frame Testnet,frametest
77787778,0xHash Testnet,HETH
79479957,SX Toronto Rollup,SXR-Testnet
88558801,Backstop Testnet,backstop-testnet
88888888,T.E.A.M Blockchain,team
94204209,Polygon Blackberry,polygon-blackberry
99415706,Joys Digital TestNet,TOYS
108160679,Oraichain Mainnet,Oraichain
111557560,Cyber Testnet,cysep
123420111,OP Celestia Raspberry,opcelestia-raspberry
161221135,Plume Testnet,plume-testnet
168587773,Blast Sepolia Testnet,blastsepolia
192837465,Gather Mainnet Network,GTH
222000222,Kanazawa,kanazawa
245022926,Neon EVM Devnet,neonevm-devnet
245022929,Neon EVM Devnet Rollup,neonevm-devnet-rollup
278611351,Razor Skale Chain,razor
311752642,OneLedger Mainnet,oneledger
328527624,Nal Sepolia Testnet,nalsep
333000333,Meld,meld
356256156,Gather Testnet Network,tGTH
476462898,Skopje Testnet,Skopje
486217935,Gather Devnet Network,dGTH
666666666,Degen Chain,degen-chain
888888888,Ancient8,ancient8
889910245,PTCESCAN Testnet,PTCE
889910246,PTCESCAN Mainnet,POLYTECH
974399131,SKALE Calypso Hub Testnet,calypso-testnet
999999999,Zora Sepolia Testnet,zsep
1020352220,SKALE Titan Hub Testnet,titan-testnet
1122334455,IPOS Network,ipos
1146703430,CyberdeckNet,cyb
1273227453,HUMAN Protocol,human-mainnet
1313161555,Aurora Testnet,aurora-testnet
1313161556,Aurora Betanet,aurora-betanet
1313161560,PowerGold,powergold
1350216234,SKALE Titan Hub,titan-mainnet
1351057110,Chaos (SKALE Testnet),chaos-tenet
1380996178,RaptorChain,rptr
1444673419,SKALE Europa Hub Testnet,europa-testnet
1482601649,SKALE Nebula Hub,nebula-mainnet
1511670449,GPT Mainnet,GPT
1564830818,SKALE Calypso Hub,calypso-mainnet
1666600001,Harmony Mainnet Shard 1,hmy-s1
1666700000,Harmony Testnet Shard 0,hmy-b-s0
1666700001,Harmony Testnet Shard 1,hmy-b-s1
1666900000,Harmony Devnet Shard 0,hmy-ps-s0
1666900001,Harmony Devnet Shard 1,hmy-ps-s1
1802203764,Kakarot Sepolia,kkrt-sepolia
1903648807,Gemuchain Testnet,Gemuchain
1918988905,RARI Chain Testnet,rari-testnet
2021121117,DataHopper,hop
2046399126,SKALE Europa Hub,europa
3125659152,Pirl,pirl
4216137055,OneLedger Testnet Frankenstein,frankenstein
11297108099,Palm Testnet,tpalm
28872323069,GitSwarm Test Network,GS-ETH
37714555429,Xai Testnet v2,xaitestnet
88153591557,Arbitrum Blueberry,arb-blueberry
107107114116,Kakarot Sepolia Deprecated,kkrt-sepolia-deprecated
111222333444,Alphabet Mainnet,alphabet
123420000220,Fluence Stage,fluence-stage
197710212030,Ntity Mainnet,ntt
197710212031,Haradev Testnet,ntt-haradev
202402181627,GM Network Testnet,gmnetwork-testnet
383414847825,Zeniq,zeniq
666301171999,PDC Mainnet,ipdc
6022140761023,Molereum Network,mole
2713017997578000,DCHAIN Testnet,dchaint
2716446429837000,DCHAIN,dchainmainnet
3109,SatoshiVM,svm
10001,ETHW-mainnet,ethw
5151706,Loot Mainnet,loot
1380012617,RARI Chain,rari
2020,Ronin,ron
